seqID	seq	qual	length
SRR4420340.1260			467
SRR4420340.1261			461
SRR4420340.1262			504
SRR4420340.1263			497
SRR4420340.1264			503
SRR4420340.1265			441
SRR4420340.1266			476
SRR4420340.1267			494
SRR4420340.1268			454
SRR4420340.1269			469
SRR4420340.1270			478
SRR4420340.1271			479
SRR4420340.1272			497
SRR4420340.1273			466
SRR4420340.1274			499
SRR4420340.1275			483
SRR4420340.1276			457
SRR4420340.1277			457
SRR4420340.1278			486
SRR4420340.1279			482
SRR4420340.1280			466
SRR4420340.1281			496
SRR4420340.1282			458
SRR4420340.1283			460
SRR4420340.1284			478
SRR4420340.1285			494
SRR4420340.1286			466
SRR4420340.1287			484
SRR4420340.1288			455
SRR4420340.1289			466
SRR4420340.1290			479
SRR4420340.1291			475
SRR4420340.1292			465
SRR4420340.1293			461
SRR4420340.1294			484
SRR4420340.1295			465
SRR4420340.1296			463
SRR4420340.1297			478
SRR4420340.1298			456
SRR4420340.1299			434
SRR4420340.1300			491
SRR4420340.1301			478
SRR4420340.1302			481
SRR4420340.1303			461
SRR4420340.1304			482
SRR4420340.1305			466
SRR4420340.1306			476
SRR4420340.1307			473
SRR4420340.1308			462
SRR4420340.1309			480
SRR4420340.1310			469
SRR4420340.1311			471
SRR4420340.1312			462
SRR4420340.1313			471
SRR4420340.1314			497
SRR4420340.1315			480
SRR4420340.1316			482
SRR4420340.1317			458
SRR4420340.1318			487
SRR4420340.1319			497
SRR4420340.1320			478
SRR4420340.1321			494
SRR4420340.1322			501
SRR4420340.1323			485
SRR4420340.1324			484
SRR4420340.1325			472
SRR4420340.1326			493
SRR4420340.1327			465
SRR4420340.1328			461
SRR4420340.1329			439
SRR4420340.1330			471
SRR4420340.1331			445
SRR4420340.1332			470
SRR4420340.1333			511
SRR4420340.1334			464
SRR4420340.1335			463
SRR4420340.1336			483
SRR4420340.1337			482
SRR4420340.1338			451
SRR4420340.1339			482
SRR4420340.1340			466
SRR4420340.1341			487
SRR4420340.1342			464
SRR4420340.1343			486
SRR4420340.1344			479
SRR4420340.1345			497
SRR4420340.1346			479
SRR4420340.1347			456
SRR4420340.1348			492
SRR4420340.1349			461
SRR4420340.1350			481
SRR4420340.1351			483
SRR4420340.1352			495
SRR4420340.1353			473
SRR4420340.1354			479
SRR4420340.1355			492
SRR4420340.1356			500
SRR4420340.1357			491
SRR4420340.1358			489
SRR4420340.1359			482
SRR4420340.1360			497
SRR4420340.1361			472
SRR4420340.1362			483
SRR4420340.1363			456
SRR4420340.1364			467
SRR4420340.1365			481
SRR4420340.1366			450
SRR4420340.1367			458
SRR4420340.1368			476
SRR4420340.1369			488
SRR4420340.1370			457
SRR4420340.1371			474
SRR4420340.1372			465
SRR4420340.1373			476
SRR4420340.1374			493
SRR4420340.1375			484
SRR4420340.1376			489
SRR4420340.1377			450
SRR4420340.1378			452
SRR4420340.1379			476
SRR4420340.1380			983
SRR4420340.1381			939
SRR4420340.1382			482
SRR4420340.1383			454
SRR4420340.1384			490
SRR4420340.1385			463
SRR4420340.1386			484
SRR4420340.1387			467
SRR4420340.1388			481
SRR4420340.1389			480
SRR4420340.1390			471
SRR4420340.1391			487
SRR4420340.1392			471
SRR4420340.1393			460
SRR4420340.1394			473
SRR4420340.1395			485
SRR4420340.1396			473
SRR4420340.1397			487
SRR4420340.1398			482
SRR4420340.1399			472
SRR4420340.1400			467
SRR4420340.1401			451
SRR4420340.1402			477
SRR4420340.1403			484
SRR4420340.1404			488
SRR4420340.1405			489
SRR4420340.1406			479
SRR4420340.1407			480
SRR4420340.1408			485
SRR4420340.1409			450
SRR4420340.1410			464
SRR4420340.1411			500
SRR4420340.1412			475
SRR4420340.1413			482
SRR4420340.1414			496
SRR4420340.1415			479
SRR4420340.1416			475
SRR4420340.1417			471
SRR4420340.1418			481
SRR4420340.1419			471
SRR4420340.1420			465
SRR4420340.1421			482
SRR4420340.1422			472
SRR4420340.1423			482
SRR4420340.1424			470
SRR4420340.1425			443
SRR4420340.1426			486
SRR4420340.1427			458
SRR4420340.1428			479
SRR4420340.1429			456
SRR4420340.1430			455
SRR4420340.1431			471
SRR4420340.1432			464
SRR4420340.1433			493
SRR4420340.1434			457
SRR4420340.1435			467
SRR4420340.1436			464
SRR4420340.1437			510
SRR4420340.1438			485
SRR4420340.1439			488
SRR4420340.1440			488
SRR4420340.1441			451
SRR4420340.1442			475
SRR4420340.1443			473
SRR4420340.1444			469
SRR4420340.1445			479
SRR4420340.1446			480
SRR4420340.1447			480
SRR4420340.1448			475
SRR4420340.1449			489
SRR4420340.1450			490
SRR4420340.1451			473
SRR4420340.1452			468
SRR4420340.1453			471
SRR4420340.1454			460
SRR4420340.1455			475
SRR4420340.1456			483
SRR4420340.1457			470
SRR4420340.1458			482
SRR4420340.1459			464
SRR4420340.1460			457
SRR4420340.1461			465
SRR4420340.1462			473
SRR4420340.1463			473
SRR4420340.1464			493
SRR4420340.1465			481
SRR4420340.1466			493
SRR4420340.1467			468
SRR4420340.1468			481
SRR4420340.1469			495
SRR4420340.1470			469
SRR4420340.1471			473
SRR4420340.1472			505
SRR4420340.1473			447
SRR4420340.1474			467
SRR4420340.1475			468
SRR4420340.1476			483
SRR4420340.1477			470
SRR4420340.1478			496
SRR4420340.1479			476
SRR4420340.1480			449
SRR4420340.1481			451
SRR4420340.1482			487
SRR4420340.1483			465
SRR4420340.1484			466
SRR4420340.1485			464
SRR4420340.1486			466
SRR4420340.1487			489
SRR4420340.1488			475
SRR4420340.1489			477
SRR4420340.1490			487
SRR4420340.1491			497
SRR4420340.1492			459
SRR4420340.1493			496
SRR4420340.1494			479
SRR4420340.1495			494
SRR4420340.1496			475
SRR4420340.1497			500
SRR4420340.1498			453
SRR4420340.1499			462
SRR4420340.1500			481
SRR4420340.1501			476
SRR4420340.1502			475
SRR4420340.1503			487
SRR4420340.1504			480
SRR4420340.1505			473
SRR4420340.1506			479
SRR4420340.1507			464
SRR4420340.1508			481
SRR4420340.1509			485
SRR4420340.1510			476
SRR4420340.1511			469
SRR4420340.1512			456
SRR4420340.1513			480
SRR4420340.1514			483
SRR4420340.1515			493
SRR4420340.1516			469
SRR4420340.1517			497
SRR4420340.1518			464
SRR4420340.1519			429
SRR4420340.1520			486
SRR4420340.1521			495
SRR4420340.1522			492
SRR4420340.1523			469
SRR4420340.1524			452
SRR4420340.1525			470
SRR4420340.1526			433
SRR4420340.1527			491
SRR4420340.1528			444
SRR4420340.1529			476
SRR4420340.1530			499
SRR4420340.1531			448
SRR4420340.1532			449
SRR4420340.1533			473
SRR4420340.1534			464
SRR4420340.1535			460
SRR4420340.1536			432
SRR4420340.1537			473
SRR4420340.1538			482
SRR4420340.1539			424
SRR4420340.1540			470
SRR4420340.1541			469
SRR4420340.1542			473
SRR4420340.1543			489
SRR4420340.1544			412
SRR4420340.1545			408
SRR4420340.1546			377
SRR4420340.1547			373
SRR4420340.1548			363
SRR4420340.1549			366
SRR4420340.1550			375
SRR4420340.1551			351
SRR4420340.1552			399
SRR4420340.1553			382
SRR4420340.1554			328
SRR4420340.1555			312
SRR4420340.1556			332
SRR4420340.1557			350
SRR4420340.1558			272
SRR4420340.1559			285
SRR4420340.1560			487
SRR4420340.1561			472
SRR4420340.1562			469
SRR4420340.1563			473
SRR4420340.1564			480
SRR4420340.1565			454
SRR4420340.1566			501
SRR4420340.1567			452
SRR4420340.1568			494
SRR4420340.1569			482
SRR4420340.1570			459
SRR4420340.1571			478
SRR4420340.1572			479
SRR4420340.1573			486
SRR4420340.1574			476
SRR4420340.1575			486
SRR4420340.1576			476
SRR4420340.1577			448
SRR4420340.1578			477
SRR4420340.1579			491
SRR4420340.1580			452
SRR4420340.1581			458
SRR4420340.1582			482
SRR4420340.1583			465
SRR4420340.1584			462
SRR4420340.1585			478
SRR4420340.1586			479
SRR4420340.1587			490
SRR4420340.1588			474
SRR4420340.1589			492
SRR4420340.1590			483
SRR4420340.1591			465
SRR4420340.1592			484
SRR4420340.1593			455
SRR4420340.1594			472
SRR4420340.1595			462
SRR4420340.1596			475
SRR4420340.1597			478
SRR4420340.1598			458
SRR4420340.1599			459
SRR4420340.1600			489
SRR4420340.1601			484
SRR4420340.1602			447
SRR4420340.1603			492
SRR4420340.1604			483
SRR4420340.1605			492
SRR4420340.1606			502
SRR4420340.1607			477
SRR4420340.1608			504
SRR4420340.1609			476
SRR4420340.1610			471
SRR4420340.1611			478
SRR4420340.1612			482
SRR4420340.1613			481
SRR4420340.1614			475
SRR4420340.1615			458
SRR4420340.1616			480
SRR4420340.1617			476
SRR4420340.1618			481
SRR4420340.1619			486
SRR4420340.1620			463
SRR4420340.1621			467
SRR4420340.1622			484
SRR4420340.1623			457
SRR4420340.1624			496
SRR4420340.1625			483
SRR4420340.1626			451
SRR4420340.1627			474
SRR4420340.1628			461
SRR4420340.1629			483
SRR4420340.1630			471
SRR4420340.1631			463
SRR4420340.1632			495
SRR4420340.1633			468
SRR4420340.1634			445
SRR4420340.1635			469
SRR4420340.1636			424
SRR4420340.1637			480
SRR4420340.1638			463
SRR4420340.1639			469
SRR4420340.1640			489
SRR4420340.1641			479
SRR4420340.1642			483
SRR4420340.1643			476
SRR4420340.1644			483
SRR4420340.1645			482
SRR4420340.1646			471
SRR4420340.1647			508
SRR4420340.1648			463
SRR4420340.1649			484
SRR4420340.1650			447
SRR4420340.1651			502
SRR4420340.1652			469
SRR4420340.1653			470
SRR4420340.1654			500
SRR4420340.1655			477
SRR4420340.1656			469
SRR4420340.1657			466
SRR4420340.1658			476
SRR4420340.1659			467
SRR4420340.1660			458
SRR4420340.1661			469
SRR4420340.1662			492
SRR4420340.1663			481
SRR4420340.1664			465
SRR4420340.1665			486
SRR4420340.1666			465
SRR4420340.1667			460
SRR4420340.1668			469
SRR4420340.1669			483
SRR4420340.1670			454
SRR4420340.1671			478
SRR4420340.1672			454
SRR4420340.1673			467
SRR4420340.1674			485
SRR4420340.1675			391
SRR4420340.1676			337
SRR4420340.1677			319
SRR4420340.1678			471
SRR4420340.1679			488
SRR4420340.1680			483
SRR4420340.1681			466
SRR4420340.1682			486
SRR4420340.1683			483
SRR4420340.1684			488
SRR4420340.1685			492
SRR4420340.1686			469
SRR4420340.1687			465
SRR4420340.1688			484
SRR4420340.1689			485
SRR4420340.1690			481
SRR4420340.1691			438
SRR4420340.1692			493
SRR4420340.1693			456
SRR4420340.1694			499
SRR4420340.1695			404
SRR4420340.1696			291
SRR4420340.1697			490
SRR4420340.1698			460
SRR4420340.1699			478
SRR4420340.1700			480
SRR4420340.1701			485
SRR4420340.1702			462
SRR4420340.1703			468
SRR4420340.1704			484
SRR4420340.1705			448
SRR4420340.1706			460
SRR4420340.1707			479
SRR4420340.1708			434
SRR4420340.1709			485
SRR4420340.1710			425
SRR4420340.1711			468
SRR4420340.1712			439
SRR4420340.1713			462
SRR4420340.1714			469
SRR4420340.1715			511
SRR4420340.1716			467
SRR4420340.1717			473
SRR4420340.1718			436
SRR4420340.1719			457
SRR4420340.1720			446
SRR4420340.1721			441
SRR4420340.1722			478
SRR4420340.1723			465
SRR4420340.1724			488
SRR4420340.1725			505
SRR4420340.1726			460
SRR4420340.1727			485
SRR4420340.1728			486
SRR4420340.1729			473
SRR4420340.1730			487
SRR4420340.1731			484
SRR4420340.1732			462
SRR4420340.1733			465
SRR4420340.1734			498
SRR4420340.1735			463
SRR4420340.1736			474
SRR4420340.1737			490
SRR4420340.1738			461
SRR4420340.1739			457
SRR4420340.1740			486
SRR4420340.1741			482
SRR4420340.1742			475
SRR4420340.1743			486
SRR4420340.1744			462
SRR4420340.1745			478
SRR4420340.1746			486
SRR4420340.1747			433
SRR4420340.1748			465
SRR4420340.1749			458
SRR4420340.1750			484
SRR4420340.1751			463
SRR4420340.1752			517
SRR4420340.1753			475
SRR4420340.1754			472
SRR4420340.1755			469
SRR4420340.1756			484
SRR4420340.1757			471
SRR4420340.1758			478
SRR4420340.1759			464
SRR4420340.1760			487
SRR4420340.1761			487
SRR4420340.1762			492
SRR4420340.1763			470
SRR4420340.1764			452
SRR4420340.1765			458
SRR4420340.1766			458
SRR4420340.1767			475
SRR4420340.1768			474
SRR4420340.1769			467
SRR4420340.1770			461
SRR4420340.1771			477
SRR4420340.1772			484
SRR4420340.1773			500
SRR4420340.1774			482
SRR4420340.1775			487
SRR4420340.1776			462
SRR4420340.1777			473
SRR4420340.1778			4032
SRR4420340.1779			439
SRR4420340.1780			497
SRR4420340.1781			472
SRR4420340.1782			481
SRR4420340.1783			462
SRR4420340.1784			481
SRR4420340.1785			469
SRR4420340.1786			457
SRR4420340.1787			477
SRR4420340.1788			476
SRR4420340.1789			484
SRR4420340.1790			474
SRR4420340.1791			437
SRR4420340.1792			492
SRR4420340.1793			511
SRR4420340.1794			473
SRR4420340.1795			492
SRR4420340.1796			450
SRR4420340.1797			490
SRR4420340.1798			489
SRR4420340.1799			484
SRR4420340.1800			470
SRR4420340.1801			506
SRR4420340.1802			465
SRR4420340.1803			446
SRR4420340.1804			476
SRR4420340.1805			489
SRR4420340.1806			466
SRR4420340.1807			458
SRR4420340.1808			485
SRR4420340.1809			489
SRR4420340.1810			423
SRR4420340.1811			439
SRR4420340.1812			480
SRR4420340.1813			474
SRR4420340.1814			427
SRR4420340.1815			448
SRR4420340.1816			395
SRR4420340.1817			367
SRR4420340.1818			378
SRR4420340.1819			470
SRR4420340.1820			466
SRR4420340.1821			488
SRR4420340.1822			493
SRR4420340.1823			418
SRR4420340.1824			472
SRR4420340.1825			476
SRR4420340.1826			470
SRR4420340.1827			493
SRR4420340.1828			454
SRR4420340.1829			433
SRR4420340.1830			471
SRR4420340.1831			494
SRR4420340.1832			462
SRR4420340.1833			475
SRR4420340.1834			508
SRR4420340.1835			491
SRR4420340.1836			488
SRR4420340.1837			428
SRR4420340.1838			471
SRR4420340.1839			497
SRR4420340.1840			487
SRR4420340.1841			482
SRR4420340.1842			479
SRR4420340.1843			471
SRR4420340.1844			479
SRR4420340.1845			477
SRR4420340.1846			490
SRR4420340.1847			479
SRR4420340.1848			474
SRR4420340.1849			465
SRR4420340.1850			447
SRR4420340.1851			488
SRR4420340.1852			436
SRR4420340.1853			455
SRR4420340.1854			459
SRR4420340.1855			447
SRR4420340.1856			480
SRR4420340.1857			455
SRR4420340.1858			465
SRR4420340.1859			479
SRR4420340.1860			463
SRR4420340.1861			488
SRR4420340.1862			475
SRR4420340.1863			495
SRR4420340.1864			466
SRR4420340.1865			449
SRR4420340.1866			480
SRR4420340.1867			484
SRR4420340.1868			474
SRR4420340.1869			474
SRR4420340.1870			481
SRR4420340.1871			469
SRR4420340.1872			474
SRR4420340.1873			469
SRR4420340.1874			488
SRR4420340.1875			461
SRR4420340.1876			467
SRR4420340.1877			474
SRR4420340.1878			478
SRR4420340.1879			496
SRR4420340.1880			444
SRR4420340.1881			469
SRR4420340.1882			481
SRR4420340.1883			480
SRR4420340.1884			478
SRR4420340.1885			489
SRR4420340.1886			470
SRR4420340.1887			470
SRR4420340.1888			471
SRR4420340.1889			446
SRR4420340.1890			493
SRR4420340.1891			492
SRR4420340.1892			464
SRR4420340.1893			503
SRR4420340.1894			453
SRR4420340.1895			506
SRR4420340.1896			475
SRR4420340.1897			438
SRR4420340.1898			462
SRR4420340.1899			467
SRR4420340.1900			471
SRR4420340.1901			435
SRR4420340.1902			417
SRR4420340.1903			435
SRR4420340.1904			476
SRR4420340.1905			426
SRR4420340.1906			471
SRR4420340.1907			442
SRR4420340.1908			317
SRR4420340.1909			493
SRR4420340.1910			463
SRR4420340.1911			467
SRR4420340.1912			468
SRR4420340.1913			469
SRR4420340.1914			473
SRR4420340.1915			482
SRR4420340.1916			489
SRR4420340.1917			486
SRR4420340.1918			462
SRR4420340.1919			463
SRR4420340.1920			463
SRR4420340.1921			489
SRR4420340.1922			465
SRR4420340.1923			491
SRR4420340.1924			467
SRR4420340.1925			477
SRR4420340.1926			470
SRR4420340.1927			465
SRR4420340.1928			496
SRR4420340.1929			445
SRR4420340.1930			476
SRR4420340.1931			430
SRR4420340.1932			475
SRR4420340.1933			436
SRR4420340.1934			458
SRR4420340.1935			476
SRR4420340.1936			480
SRR4420340.1937			484
SRR4420340.1938			335
SRR4420340.1939			493
SRR4420340.1940			481
SRR4420340.1941			469
SRR4420340.1942			469
SRR4420340.1943			483
SRR4420340.1944			452
SRR4420340.1945			493
SRR4420340.1946			484
SRR4420340.1947			489
SRR4420340.1948			494
SRR4420340.1949			505
SRR4420340.1950			474
SRR4420340.1951			471
SRR4420340.1952			483
SRR4420340.1953			445
SRR4420340.1954			471
SRR4420340.1955			474
SRR4420340.1956			455
SRR4420340.1957			460
SRR4420340.1958			461
SRR4420340.1959			451
SRR4420340.1960			477
SRR4420340.1961			494
SRR4420340.1962			442
SRR4420340.1963			458
SRR4420340.1964			466
SRR4420340.1965			443
SRR4420340.1966			455
SRR4420340.1967			443
SRR4420340.1968			455
SRR4420340.1969			459
SRR4420340.1970			493
SRR4420340.1971			489
SRR4420340.1972			473
SRR4420340.1973			483
SRR4420340.1974			478
SRR4420340.1975			458
SRR4420340.1976			455
SRR4420340.1977			479
SRR4420340.1978			478
SRR4420340.1979			463
SRR4420340.1980			444
SRR4420340.1981			481
SRR4420340.1982			467
SRR4420340.1983			468
SRR4420340.1984			445
SRR4420340.1985			468
SRR4420340.1986			444
SRR4420340.1987			432
SRR4420340.1988			491
SRR4420340.1989			476
SRR4420340.1990			418
SRR4420340.1991			476
SRR4420340.1992			445
SRR4420340.1993			471
SRR4420340.1994			430
SRR4420340.1995			482
SRR4420340.1996			477
SRR4420340.1997			468
SRR4420340.1998			322
SRR4420340.1999			419
SRR4420340.2000			450
SRR4420340.2001			446
SRR4420340.2002			471
SRR4420340.2003			479
SRR4420340.2004			463
SRR4420340.2005			448
SRR4420340.2006			440
SRR4420340.2007			440
SRR4420340.2008			466
SRR4420340.2009			500
SRR4420340.2010			449
SRR4420340.2011			478
SRR4420340.2012			439
SRR4420340.2013			466
SRR4420340.2014			465
SRR4420340.2015			486
SRR4420340.2016			421
SRR4420340.2017			456
SRR4420340.2018			478
SRR4420340.2019			464
SRR4420340.2020			461
SRR4420340.2021			471
SRR4420340.2022			483
SRR4420340.2023			435
SRR4420340.2024			480
SRR4420340.2025			495
SRR4420340.2026			488
SRR4420340.2027			434
SRR4420340.2028			479
SRR4420340.2029			470
SRR4420340.2030			453
SRR4420340.2031			454
SRR4420340.2032			440
SRR4420340.2033			473
SRR4420340.2034			455
SRR4420340.2035			439
SRR4420340.2036			481
SRR4420340.2037			472
SRR4420340.2038			474
SRR4420340.2039			428
SRR4420340.2040			471
SRR4420340.2041			433
SRR4420340.2042			444
SRR4420340.2043			433
SRR4420340.2044			469
SRR4420340.2045			490
SRR4420340.2046			468
SRR4420340.2047			482
SRR4420340.2048			459
SRR4420340.2049			452
SRR4420340.2050			498
SRR4420340.2051			463
SRR4420340.2052			447
SRR4420340.2053			425
SRR4420340.2054			478
SRR4420340.2055			444
SRR4420340.2056			581
SRR4420340.2057			432
SRR4420340.2058			466
SRR4420340.2059			487
SRR4420340.2060			462
SRR4420340.2061			471
SRR4420340.2062			430
SRR4420340.2063			393
SRR4420340.2064			479
SRR4420340.2065			457
SRR4420340.2066			473
SRR4420340.2067			469
SRR4420340.2068			492
SRR4420340.2069			481
SRR4420340.2070			412
SRR4420340.2071			437
SRR4420340.2072			463
SRR4420340.2073			439
SRR4420340.2074			395
SRR4420340.2075			423
SRR4420340.2076			437
SRR4420340.2077			440
SRR4420340.2078			470
SRR4420340.2079			513
SRR4420340.2080			445
SRR4420340.2081			274
SRR4420340.2082			428
SRR4420340.2083			452
SRR4420340.2084			479
SRR4420340.2085			471
SRR4420340.2086			416
SRR4420340.2087			382
SRR4420340.2088			473
SRR4420340.2089			435
SRR4420340.2090			371
SRR4420340.2091			446
SRR4420340.2092			475
SRR4420340.2093			414
SRR4420340.2094			461
SRR4420340.2095			475
SRR4420340.2096			376
SRR4420340.2097			385
SRR4420340.2098			383
SRR4420340.2099			464
SRR4420340.2100			443
SRR4420340.2101			385
SRR4420340.2102			390
SRR4420340.2103			386
SRR4420340.2104			380
SRR4420340.2105			380
SRR4420340.2106			353
SRR4420340.2107			392
SRR4420340.2108			384
SRR4420340.2109			385
SRR4420340.2110			383
SRR4420340.2111			430
SRR4420340.2112			389
SRR4420340.2113			383
SRR4420340.2114			391
SRR4420340.2115			379
SRR4420340.2116			392
SRR4420340.2117			376
SRR4420340.2118			379
SRR4420340.2119			404
SRR4420340.2120			395
SRR4420340.2121			373
SRR4420340.2122			373
SRR4420340.2123			385
SRR4420340.2124			271
SRR4420340.2125			395
SRR4420340.2126			384
SRR4420340.2127			423
SRR4420340.2128			353
SRR4420340.2129			398
SRR4420340.2130			446
SRR4420340.2131			379
SRR4420340.2132			391
SRR4420340.2133			504
SRR4420340.2134			377
SRR4420340.2135			384
SRR4420340.2136			361
SRR4420340.2137			403
SRR4420340.2138			379
SRR4420340.2139			378
SRR4420340.2140			388
SRR4420340.2141			351
SRR4420340.2142			392
SRR4420340.2143			336
SRR4420340.2144			395
SRR4420340.2145			399
SRR4420340.2146			376
SRR4420340.2147			372
SRR4420340.2148			390
SRR4420340.2149			340
SRR4420340.2150			351
SRR4420340.2151			359
SRR4420340.2152			349
SRR4420340.2153			330
SRR4420340.2154			347
SRR4420340.2155			426
SRR4420340.2156			8146
SRR4420340.2157			462
SRR4420340.2158			337
SRR4420340.2159			229
SRR4420340.2160			8373
SRR4420340.2161			8294
SRR4420340.2162			8101
SRR4420340.2163			3036
SRR4420340.2164			325
SRR4420340.2165			8423
SRR4420340.2166			8431
SRR4420340.2167			8251
SRR4420340.2168			5541
SRR4420340.2169			5487
SRR4420340.2170			3219
SRR4420340.2171			2955
SRR4420340.2172			2971
SRR4420340.2173			815
SRR4420340.2174			377
SRR4420340.2175			8250
SRR4420340.2176			7954
SRR4420340.2177			4421
SRR4420340.2178			3522
SRR4420340.2179			2979
SRR4420340.2180			327
SRR4420340.2181			321
SRR4420340.2182			8439
SRR4420340.2183			8293
SRR4420340.2184			2736
SRR4420340.2185			2576
SRR4420340.2186			1627
SRR4420340.2187			334
SRR4420340.2188			299
SRR4420340.2189			7877
SRR4420340.2190			8260
SRR4420340.2191			7955
SRR4420340.2192			8460
SRR4420340.2193			8097
SRR4420340.2194			5560
SRR4420340.2195			4601
SRR4420340.2196			3993
SRR4420340.2197			813
SRR4420340.2198			326
SRR4420340.2199			8175
SRR4420340.2200			8243
SRR4420340.2201			8352
SRR4420340.2202			8324
SRR4420340.2203			2991
SRR4420340.2204			2999
SRR4420340.2205			314
SRR4420340.2206			313
SRR4420340.2207			4158
SRR4420340.2208			8312
SRR4420340.2209			8396
SRR4420340.2210			8115
SRR4420340.2211			8290
SRR4420340.2212			8299
SRR4420340.2213			8336
SRR4420340.2214			6931
SRR4420340.2215			4620
SRR4420340.2216			2869
SRR4420340.2217			3044
SRR4420340.2218			1391
SRR4420340.2219			809
SRR4420340.2220			8261
SRR4420340.2221			8312
SRR4420340.2222			8278
SRR4420340.2223			8528
SRR4420340.2224			8304
SRR4420340.2225			8367
SRR4420340.2226			8209
SRR4420340.2227			8292
SRR4420340.2228			8324
SRR4420340.2229			8264
SRR4420340.2230			8113
SRR4420340.2231			8250
SRR4420340.2232			8414
SRR4420340.2233			8336
SRR4420340.2234			8301
SRR4420340.2235			8140
SRR4420340.2236			8403
SRR4420340.2237			8259
SRR4420340.2238			8368
SRR4420340.2239			8166
SRR4420340.2240			8169
SRR4420340.2241			8209
SRR4420340.2242			8263
SRR4420340.2243			8232
SRR4420340.2244			8192
SRR4420340.2245			8218
SRR4420340.2246			8132
SRR4420340.2247			8036
SRR4420340.2248			8274
SRR4420340.2249			5971
SRR4420340.2250			5474
SRR4420340.2251			4778
SRR4420340.2252			4047
SRR4420340.2253			3726
SRR4420340.2254			3659
SRR4420340.2255			2960
SRR4420340.2256			3035
SRR4420340.2257			3001
SRR4420340.2258			2912
SRR4420340.2259			2995
SRR4420340.2260			2978
SRR4420340.2261			2985
SRR4420340.2262			2976
SRR4420340.2263			3031
SRR4420340.2264			2981
SRR4420340.2265			2869
SRR4420340.2266			2777
SRR4420340.2267			1142
SRR4420340.2268			798
SRR4420340.2269			770
SRR4420340.2270			895
SRR4420340.2271			319
SRR4420340.2272			315
SRR4420340.2273			308
SRR4420340.2274			313
SRR4420340.2275			302
SRR4420340.2276			303
SRR4420340.2277			316
SRR4420340.2278			308
SRR4420340.2279			290
SRR4420340.2280			309
SRR4420340.2281			296
SRR4420340.2282			321
SRR4420340.2283			304
SRR4420340.2284			309
SRR4420340.2285			320
SRR4420340.2286			317
SRR4420340.2287			305
SRR4420340.2288			305
SRR4420340.2289			314
SRR4420340.2290			308
SRR4420340.2291			314
SRR4420340.2292			301
SRR4420340.2293			445
SRR4420340.2294			8394
SRR4420340.2295			8366
SRR4420340.2296			8288
SRR4420340.2297			8367
SRR4420340.2298			8277
SRR4420340.2299			8278
SRR4420340.2300			8315
SRR4420340.2301			7656
SRR4420340.2302			2901
SRR4420340.2303			3030
SRR4420340.2304			2982
SRR4420340.2305			2955
SRR4420340.2306			1047
SRR4420340.2307			612
SRR4420340.2308			323
SRR4420340.2309			308
SRR4420340.2310			314
SRR4420340.2311			311
SRR4420340.2312			3118
SRR4420340.2313			2927
SRR4420340.2314			1303
SRR4420340.2315			8627
SRR4420340.2316			8180
SRR4420340.2317			338
SRR4420340.2318			7986
SRR4420340.2319			8178
SRR4420340.2320			8247
SRR4420340.2321			7767
SRR4420340.2322			3023
SRR4420340.2323			2944
SRR4420340.2324			2889
SRR4420340.2325			1154
SRR4420340.2326			924
SRR4420340.2327			355
SRR4420340.2328			297
SRR4420340.2329			295
SRR4420340.2330			8512
SRR4420340.2331			8328
SRR4420340.2332			8116
SRR4420340.2333			318
SRR4420340.2334			2858
SRR4420340.2335			818
SRR4420340.2336			8278
SRR4420340.2337			8260
SRR4420340.2338			8111
SRR4420340.2339			8082
SRR4420340.2340			8267
SRR4420340.2341			8212
SRR4420340.2342			8427
SRR4420340.2343			8368
SRR4420340.2344			8189
SRR4420340.2345			8196
SRR4420340.2346			2923
SRR4420340.2347			2992
SRR4420340.2348			3026
SRR4420340.2349			2894
SRR4420340.2350			1369
SRR4420340.2351			308
SRR4420340.2352			311
SRR4420340.2353			314
SRR4420340.2354			8106
SRR4420340.2355			2130
SRR4420340.2356			311
SRR4420340.2357			313
SRR4420340.2358			322
SRR4420340.2359			8831
SRR4420340.2360			6445
SRR4420340.2361			8241
SRR4420340.2362			308
SRR4420340.2363			277
SRR4420340.2364			8233
SRR4420340.2365			8206
SRR4420340.2366			8522
SRR4420340.2367			8354
SRR4420340.2368			8204
SRR4420340.2369			8255
SRR4420340.2370			8259
SRR4420340.2371			8537
SRR4420340.2372			8206
SRR4420340.2373			8355
SRR4420340.2374			8259
SRR4420340.2375			8380
SRR4420340.2376			7720
SRR4420340.2377			8358
SRR4420340.2378			8500
SRR4420340.2379			8113
SRR4420340.2380			8319
SRR4420340.2381			8428
SRR4420340.2382			8253
SRR4420340.2383			8396
SRR4420340.2384			8166
SRR4420340.2385			8112
SRR4420340.2386			8377
SRR4420340.2387			8501
SRR4420340.2388			8423
SRR4420340.2389			7916
SRR4420340.2390			8477
SRR4420340.2391			8104
SRR4420340.2392			8133
SRR4420340.2393			7966
SRR4420340.2394			8194
SRR4420340.2395			8250
SRR4420340.2396			8102
SRR4420340.2397			8282
SRR4420340.2398			8137
SRR4420340.2399			8250
SRR4420340.2400			8292
SRR4420340.2401			8491
SRR4420340.2402			8012
SRR4420340.2403			8111
SRR4420340.2404			8279
SRR4420340.2405			8112
SRR4420340.2406			8220
SRR4420340.2407			8370
SRR4420340.2408			8278
